housing_address,housing_room_count,housing_type,housing_price,housing_selling_method,housing_seller_agency,housing_date_sold,housing_cbd_distance,housing_bedroom_count,housing_bathroom_count,housing_garage_count,housing_land_size,housing_building_area,housing_year_built,housing_lattitude,housing_longitude,suburb_id
6 Renaissance Bvd,4,h,520500.0,S,RW,1/07/2017,25.9,4.0,2.0,2.0,482.0,,,-37.60238,145.08695,186
2/2 Comeram Ct,2,u,460000.0,S,Love,1/07/2017,17.9,2.0,1.0,1.0,241.0,88.0,2000.0,-37.67231,145.05878,187
18 Henricks Ct,3,h,610000.0,S,Ray,1/07/2017,17.9,3.0,1.0,1.0,560.0,,,-37.66903,145.05091000000004,187
29 Fuller St,3,h,950000.0,S,Noel,1/07/2017,17.2,3.0,1.0,2.0,608.0,138.0,1975.0,-37.82583,145.20608,188
2/2 Walter St,3,t,970000.0,VB,Noel,1/07/2017,17.2,3.0,2.0,1.0,263.0,146.0,2016.0,-37.8179,145.20658,188
21 Barloa Rd,5,h,2200000.0,SP,Marshall,1/07/2017,10.2,5.0,2.0,4.0,819.0,,,-37.81269,145.10236,70
11 Inglisby Rd,4,h,2320000.0,S,Jellis,1/07/2017,10.2,4.0,2.0,5.0,728.0,,,-37.81402,145.10336,70
349 Main Rd,3,h,655000.0,S,Ray,1/07/2017,16.2,3.0,2.0,3.0,382.0,128.0,1970.0,-37.72857,145.12728,189
207 Rattray Rd,3,h,960000.0,PI,Fletchers,1/07/2017,16.2,3.0,1.0,1.0,1285.0,,,-37.716,145.13452,189
6 Addison St,4,h,1810000.0,S,Jellis,1/07/2017,6.2,4.0,2.0,2.0,431.0,,1894.0,-37.77019,144.92691000000005,71
59 Robinson St,2,h,1020000.0,S,Jellis,1/07/2017,6.2,2.0,1.0,1.0,269.0,,,-37.75782,144.92088,71
27 The Strand,2,h,1250000.0,S,Nelson,1/07/2017,6.2,2.0,1.0,1.0,450.0,,,-37.76121,144.92525,71
3 Bruthen St,3,h,1175000.0,PI,Buxton,1/07/2017,14.3,3.0,2.0,6.0,650.0,,,-37.9379,145.05456,72
51B Bear St,4,h,800000.0,PI,Ray,1/07/2017,21.5,4.0,3.0,3.0,638.0,,,-38.00406,145.09502,190
108 Chute St,4,h,1225000.0,S,O'Brien,1/07/2017,21.5,4.0,2.0,2.0,893.0,,,-37.99991,145.09417,190
12 Holskamp St,3,h,1205000.0,S,McGrath,1/07/2017,14.2,3.0,2.0,2.0,402.0,143.0,1960.0,-37.87389,145.12783000000005,191
3 Huxtable St,4,h,1720000.0,S,Ray,1/07/2017,14.2,4.0,2.0,3.0,741.0,,,-37.86989000000001,145.1434,191
26 Malcolm Ct,5,h,1600000.0,S,Jellis,1/07/2017,14.2,5.0,3.0,3.0,728.0,,,-37.8778,145.11236,191
11 Maureen St,3,h,944000.0,S,Jellis,1/07/2017,14.2,3.0,1.0,1.0,446.0,,,-37.86071,145.1278,191
2 Merton Cl,3,h,1385000.0,S,Ray,1/07/2017,14.2,3.0,1.0,2.0,807.0,167.0,1970.0,-37.86618,145.14757,191
24 Sunnyside Rd,3,h,2000000.0,VB,Fletchers,1/07/2017,14.2,3.0,1.0,2.0,1028.0,181.0,1965.0,-37.89757,145.11825,191
29 Bradley Tce,3,h,650000.0,SP,O'Brien,1/07/2017,34.1,3.0,1.0,4.0,1042.0,,,-38.03147,145.31126,192
29 Hanley St,3,h,655000.0,SP,Only,1/07/2017,34.1,3.0,2.0,2.0,731.0,,1972.0,-38.02938,145.31876,192
2A Gordon St,2,h,710000.0,S,Williams,1/07/2017,6.2,2.0,1.0,2.0,120.0,121.0,2011.0,-37.84026,144.86667,73
34 Thorpe St,3,h,1330000.0,S,RT,1/07/2017,6.2,3.0,1.0,3.0,758.0,,,-37.84522,144.86516,73
8/302 Abbotsford St,2,u,550000.0,S,Nelson,1/07/2017,1.8,2.0,1.0,0.0,4563.0,,,-37.79939,144.94635,75
187 Errol St,2,h,962000.0,S,Alexkarbon,1/07/2017,1.8,2.0,1.0,0.0,91.0,2.0,,-37.80037,144.94981,75
2E Princess St,2,t,936000.0,S,Jellis,1/07/2017,1.8,2.0,1.0,0.0,0.0,,,-37.80487,144.95705,75
26 Salisbury Gr,4,h,1900000.0,PI,Jellis,1/07/2017,5.3,4.0,2.0,2.0,313.0,,,-37.76501,145.00269,76
14 Wardrop Gr,3,h,1605000.0,S,Nelson,1/07/2017,5.3,3.0,1.0,0.0,507.0,,,-37.77124,145.002,76
65 Westgarth St,3,h,1415000.0,S,Woodards,1/07/2017,5.3,3.0,1.0,1.0,366.0,,,-37.78103,144.998,76
4/26 Wilmoth St,2,u,390000.0,S,Ray,1/07/2017,5.3,2.0,1.0,1.0,0.0,,,-37.76622,145.01596,76
31 Olwen St,4,h,1100000.0,S,Fletchers,1/07/2017,15.4,4.0,2.0,3.0,596.0,136.0,1975.0,-37.80827,145.18098999999995,193
90 Springvale Rd,3,h,926000.0,S,Fletchers,1/07/2017,15.4,3.0,1.0,0.0,738.0,,1954.0,-37.81376,145.17641,193
13 Kiama St,2,t,610000.0,S,Nelson,1/07/2017,11.2,2.0,1.0,1.0,182.0,112.0,2015.0,-37.712,144.91761,77
1725 Dandenong Rd,5,h,1525000.0,S,Ray,1/07/2017,12.3,5.0,3.0,6.0,774.0,,,-37.90119,145.1068,194
82 Patrick St,6,h,1900000.0,PI,Ray,1/07/2017,12.3,6.0,4.0,3.0,1063.0,,,-37.909,145.12059,194
2/21 Lillimur Rd,1,u,454000.0,S,Ray,1/07/2017,11.4,1.0,1.0,1.0,1006.0,51.0,2010.0,-37.90164,145.04138999999995,125
6/32 Walsh St,2,u,562000.0,S,Gary,1/07/2017,11.4,2.0,1.0,1.0,0.0,88.0,1970.0,-37.90286,145.04772,125
13B Elm Gr,3,t,1000000.0,S,Obrien,1/07/2017,21.5,3.0,2.0,2.0,298.0,124.0,1995.0,-37.99464,145.08099,195
44 Melrose St,3,h,820000.0,S,Thomson,1/07/2017,21.5,3.0,2.0,2.0,445.0,,1997.0,-37.99652,145.08523,195
123 Cumberland Rd,3,h,870000.0,PI,Ray,1/07/2017,8.5,3.0,1.0,2.0,654.0,,,-37.72796,144.93885,80
9 Dorset Rd,3,h,800000.0,SP,Barry,1/07/2017,8.5,3.0,1.0,2.0,287.0,,,-37.72392,144.94951,80
5 Fleming Gr,5,h,1501000.0,S,Jellis,1/07/2017,8.5,5.0,3.0,3.0,681.0,263.0,1960.0,-37.72565,144.94953999999996,80
1 Hazel Gr,3,h,1663000.0,S,Nelson,1/07/2017,8.5,3.0,1.0,2.0,956.0,,,-37.73103,144.93963,80
1 Virginia St,4,h,780000.0,VB,Brad,1/07/2017,8.5,4.0,2.0,3.0,555.0,128.0,1950.0,-37.71561,144.94336,80
23 Bevan Ct,5,h,660000.0,S,Reliance,1/07/2017,14.7,5.0,2.0,2.0,571.0,227.6,2011.0,-37.89467,144.72018,196
6/156 Bay St,3,u,1631000.0,S,Cayzer,1/07/2017,3.5,3.0,2.0,2.0,0.0,,,-37.84007,144.94128999999995,81
67 Ross St,3,h,1665000.0,S,Greg,1/07/2017,3.5,3.0,3.0,2.0,121.0,,,-37.83591,144.93648000000005,81
107 Stokes St,4,h,2450000.0,VB,Lucas,1/07/2017,3.5,4.0,3.0,2.0,210.0,210.0,2010.0,-37.83933,144.93771,81
11/8 Grandview Gr,1,u,399000.0,S,Jellis,1/07/2017,4.6,1.0,1.0,0.0,0.0,,,-37.85279,145.00811000000004,82
1/648 High St,2,u,1240000.0,S,Rounds,1/07/2017,4.6,2.0,1.0,1.0,0.0,,,-37.85417,145.00929,82
111 Boldrewood Pde,3,h,840000.0,SP,RW,1/07/2017,12.0,3.0,1.0,4.0,614.0,120.0,1960.0,-37.71562,145.02175,84
57 Crevelli St,2,h,560000.0,S,Barry,1/07/2017,12.0,2.0,1.0,1.0,198.0,,,-37.72874,145.02988,84
7 Inverness St,4,h,900000.0,SP,Stockdale,1/07/2017,12.0,4.0,1.0,2.0,836.0,,,-37.70343,145.03082,84
78 McMahon Rd,4,h,902000.0,S,Barry,1/07/2017,12.0,4.0,2.0,3.0,700.0,,,-37.71073,145.01775,84
16 Muriel Ct,3,h,825000.0,S,RW,1/07/2017,12.0,3.0,2.0,5.0,537.0,,,-37.70047,145.02881000000005,84
3/76 Southernhay St,2,t,668500.0,S,Nelson,1/07/2017,12.0,2.0,2.0,1.0,138.0,104.63,2014.0,-37.72487,145.00705,84
13 Francis St,2,h,1165000.0,S,Biggin,1/07/2017,2.4,2.0,1.0,1.0,149.0,,,-37.81954,145.00304,85
7/129 Hoddle St,2,u,890500.0,SP,Biggin,1/07/2017,2.4,2.0,2.0,2.0,180.0,123.0,1940.0,-37.81443,144.99079,85
2 Sutton Gr,2,h,1442000.0,S,Biggin,1/07/2017,2.4,2.0,2.0,1.0,163.0,,,-37.82259000000001,144.99077,85
3/1 Mines Rd,2,u,560000.0,S,Barry,1/07/2017,21.3,2.0,1.0,2.0,217.0,,1985.0,-37.80526,145.24628,197
2013 Western Hwy,2,h,340000.0,SP,YPA,1/07/2017,23.8,2.0,1.0,0.0,609.0,,,-37.73289000000001,144.66615,198
11 Jindalee Cl,5,h,870000.0,S,Harcourts,1/07/2017,23.5,5.0,2.0,2.0,733.0,217.0,1986.0,-37.91894,145.24305,199
6/76 Bay Rd,2,u,643500.0,S,hockingstuart,1/07/2017,15.2,2.0,1.0,1.0,0.0,67.0,1970.0,-37.95236,145.00737,200
3/7 East Rd,3,u,572000.0,S,O'Brien,1/07/2017,35.4,3.0,2.0,2.0,264.0,127.0,2002.0,-38.10422,145.14158999999995,201
2A Austin St,2,h,750000.0,S,Jas,1/07/2017,5.1,2.0,1.0,1.0,104.0,,,-37.80601,144.89663000000004,87
57 Charles St,2,h,850000.0,VB,Village,1/07/2017,5.1,2.0,1.0,1.0,152.0,91.0,1910.0,-37.80697,144.8928,87
29 Edinburgh Dr,4,h,640000.0,VB,hockingstuart,1/07/2017,34.7,4.0,2.0,2.0,631.0,,,-38.10542,145.19951,202
15 Ferncroft Dr,4,h,600000.0,PI,Millership,1/07/2017,20.5,4.0,2.0,2.0,505.0,222.0,2009.0,-37.61957,145.0948,203
7/7 Old Plenty Rd,3,u,386000.0,S,Millership,1/07/2017,20.5,3.0,1.0,1.0,216.0,,,-37.64491,145.09233,203
1109/800 Chapel St,2,u,857000.0,S,LITTLE,1/07/2017,2.7,2.0,2.0,2.0,0.0,,2000.0,-37.83613,144.99661,89
51 Moore St,2,h,1160000.0,S,Jellis,1/07/2017,2.7,2.0,1.0,0.0,140.0,,,-37.84369,144.98914,89
23/350 Toorak Rd,3,u,1235000.0,S,Jellis,1/07/2017,2.7,3.0,2.0,1.0,0.0,120.0,,-37.84024,145.00038999999995,89
24 Garnsworthy St,3,h,752500.0,S,iSell,1/07/2017,20.8,3.0,1.0,2.0,623.0,99.0,1950.0,-37.94106,145.16193,204
12 Altyre Ct,3,h,565000.0,S,Bells,1/07/2017,14.0,3.0,1.0,2.0,614.0,110.0,1975.0,-37.73074,144.78925,205
9 Gray Ct,3,h,610000.0,PI,YPA,1/07/2017,14.0,3.0,1.0,2.0,563.0,171.0,1989.0,-37.7627,144.81107,205
14/12 Fitzroy St,1,u,350000.0,VB,Gary,1/07/2017,5.0,1.0,1.0,1.0,0.0,41.0,2005.0,-37.8614,144.97406999999995,92
6/19 Herbert St,2,u,525000.0,S,hockingstuart,1/07/2017,5.0,2.0,1.0,1.0,0.0,60.0,1970.0,-37.87174,144.98286000000004,92
15/2 Redan St,1,u,517500.0,SP,Woodards,1/07/2017,5.0,1.0,1.0,0.0,980.0,74.0,1920.0,-37.85954,144.98869,92
7/27 Robe St,2,u,365000.0,VB,Rounds,1/07/2017,5.0,2.0,1.0,1.0,881.0,49.0,1993.0,-37.86476,144.97826,92
403/64 Wellington St,2,u,460000.0,SP,LITTLE,1/07/2017,5.0,2.0,1.0,1.0,0.0,,,-37.85709,144.9873,92
2/30 Bulla Rd,2,h,646000.0,S,Nelson,1/07/2017,8.2,2.0,1.0,1.0,184.0,,1990.0,-37.7404,144.90835,93
11 Bannermann St,4,h,580000.0,S,Raine,1/07/2017,31.7,4.0,2.0,2.0,613.0,221.0,2011.0,-37.59501,144.70068999999995,206
60 Heysen Dr,3,h,420000.0,S,Raine,1/07/2017,31.7,3.0,1.0,2.0,466.0,101.0,1985.0,-37.57282,144.70553,206
18 Timins St,3,h,650000.0,S,YPA,1/07/2017,31.7,3.0,3.0,1.0,852.0,,1960.0,-37.58689,144.72865,206
2/17 Anderson Rd,3,t,525000.0,S,McGrath,1/07/2017,10.5,3.0,2.0,1.0,177.0,,,-37.79408,144.82613999999995,94
10 Edna St,3,h,780000.0,SA,FN,1/07/2017,10.5,3.0,1.0,2.0,690.0,,,-37.77176,144.84062,95
38 Collenso St,4,h,765000.0,S,Douglas,1/07/2017,10.5,4.0,2.0,2.0,690.0,,,-37.7875,144.80983999999995,96
1093 Riversdale Rd,3,h,2100000.0,VB,Jellis,1/07/2017,10.2,3.0,1.0,9.0,841.0,124.0,1960.0,-37.83729,145.10929,97
35A Russell St,3,h,1385000.0,S,Fletchers,1/07/2017,10.2,3.0,2.0,1.0,385.0,,1993.0,-37.82886,145.10093,97
3 Rosebud St,3,h,451500.0,S,Reliance,1/07/2017,18.4,3.0,1.0,1.0,346.0,,,-37.84123,144.69648999999995,207
2 Skylark Ct,3,h,526000.0,S,Purplebricks,1/07/2017,18.4,3.0,2.0,2.0,407.0,146.0,2010.0,-37.83867,144.7034,207
3 Highlander Ct,4,h,605500.0,S,YPA,1/07/2017,18.0,4.0,2.0,2.0,724.0,193.0,2002.0,-37.71071,144.74962,208
16 Shoppers La,3,h,427500.0,S,Ray,1/07/2017,15.5,3.0,2.0,2.0,189.0,,,-37.70308,144.79953999999995,209
30 John St,5,h,1705000.0,PI,hockingstuart,1/07/2017,12.4,5.0,4.0,2.0,968.0,353.0,1970.0,-37.77083,145.11516,98
65 Government Rd,3,h,551200.0,SP,iTRAK,1/07/2017,27.0,3.0,1.0,2.0,1007.0,,,-37.86387,145.31762,210
2/11 French St,3,u,542000.0,S,Ray,1/07/2017,15.3,3.0,2.0,2.0,213.0,,,-37.67748,145.01791,211
329 Gillies St,4,h,2070000.0,SP,Jellis,1/07/2017,7.0,4.0,3.0,2.0,530.0,251.0,2016.0,-37.76281,145.01986000000005,99
113 Grange Rd,6,h,2800000.0,S,Marshall,1/07/2017,4.1,6.0,2.0,2.0,581.0,,,-37.83195,145.01215,100
2/7 Cabarita St,2,t,385000.0,SP,Reliance,1/07/2017,18.4,2.0,1.0,1.0,206.0,,,-37.84219,144.71155,212
4/48 Banksia Gr,3,h,500000.0,SP,Jason,1/07/2017,12.9,3.0,1.0,1.0,268.0,,,-37.70367,144.88081,213
3 Henderson Rd,4,h,821000.0,S,Jason,1/07/2017,12.9,4.0,1.0,6.0,763.0,,,-37.69048,144.87312,213
2/36 Halls Pde,3,t,917000.0,S,Noel,1/07/2017,17.2,3.0,2.0,2.0,260.0,,2004.0,-37.831,145.19843999999995,214
33 Eamon Dr,4,h,1115000.0,S,Miles,1/07/2017,8.9,4.0,2.0,2.0,592.0,,,-37.73789,145.08952,101
34 Toumlin Gr,3,h,905000.0,SP,Miles,1/07/2017,8.9,3.0,2.0,2.0,331.0,166.0,2001.0,-37.73298,145.08893999999995,101
7/3 Ashley St,2,h,450000.0,PI,Prof.,1/07/2017,14.7,2.0,2.0,2.0,74.0,,,-37.84646,145.22591,215
53 Somes St,3,h,1015000.0,SP,Ray,1/07/2017,14.7,3.0,2.0,2.0,550.0,,,-37.88695,145.21891000000005,216
22 Kramer St,3,h,510000.0,S,Ray,1/07/2017,14.7,3.0,2.0,2.0,658.0,125.0,1984.0,-37.88688,144.67244,217
15 Retreat Pl,4,h,645000.0,S,YPA,1/07/2017,14.7,4.0,2.0,2.0,702.0,,,-37.8967,144.65264,217
1 Walwa Pl,3,h,427000.0,S,Greg,1/07/2017,14.7,3.0,1.0,2.0,637.0,,,-37.91165,144.67241,217
15 Alberta St,3,h,845000.0,PI,Jas,1/07/2017,6.4,3.0,1.0,2.0,422.0,109.0,1950.0,-37.79644,144.86388,126
24 Hope St,2,h,876000.0,S,Biggin,1/07/2017,6.4,2.0,1.0,1.0,369.0,,,-37.79205,144.87142,126
26 Coghill St,3,h,578000.0,S,Jason,1/07/2017,16.5,3.0,2.0,1.0,308.0,,,-37.67485,144.88995,218
89 Sayers Rd,4,h,510000.0,S,Ray,1/07/2017,17.6,4.0,2.0,2.0,443.0,443.0,,-37.8543,144.74437,219
6 Burley St,2,u,390000.0,S,Ray,1/07/2017,25.5,2.0,1.0,1.0,197.0,,,-37.61401,145.03301000000005,220
20 Vanin St,4,h,525000.0,S,Harcourts,1/07/2017,25.5,4.0,2.0,2.0,415.0,167.13,,-37.6161,145.03937,220
5 Dakara Ct,3,h,480000.0,S,hockingstuart,1/07/2017,27.2,3.0,1.0,2.0,743.0,110.0,1990.0,-37.89757,144.63041,221
87 Ballard St,4,h,1000000.0,SP,Village,1/07/2017,6.3,4.0,2.0,2.0,438.0,,,-37.81789000000001,144.86744,108
72 Bishop St,3,h,1240000.0,VB,Jas,1/07/2017,6.3,3.0,3.0,6.0,668.0,,1990.0,-37.81381,144.87438,108
67 Hawkhurst St,3,h,1115000.0,SP,Village,1/07/2017,6.3,3.0,1.0,2.0,446.0,115.0,,-37.82004000000001,144.87174,108
5/257 Buckley St,2,u,507000.0,S,Barry,3/06/2017,7.5,2.0,1.0,1.0,0.0,80.0,1960.0,-37.75571,144.90366,109
65 Clydesdale Rd,3,h,845000.0,S,Barry,3/06/2017,10.4,3.0,1.0,2.0,589.0,,,-37.72207,144.87905,1
72 Clydesdale Rd,3,h,1250000.0,S,Barry,3/06/2017,10.4,3.0,1.0,1.0,773.0,,,-37.72265,144.8793,1
8 Kittyhawk St,4,h,1026000.0,S,Brad,3/06/2017,10.4,0.0,3.0,2.0,534.0,,,-37.72623,144.86773,1
2b Roberts Rd,3,u,850000.0,S,Barry,3/06/2017,10.4,3.0,2.0,1.0,307.0,,,-37.72649000000001,144.88488999999996,1
2 Boyd St,2,h,2905000.0,S,RT,3/06/2017,3.0,2.0,1.0,1.0,254.0,,,-37.84583,144.95658,2
172 Danks St,2,h,1380000.0,S,Abercromby's,3/06/2017,3.0,2.0,1.0,1.0,164.0,,,-37.84763,144.95175,2
21 Greig St,3,h,2500000.0,VB,Greg,3/06/2017,3.0,3.0,2.0,1.0,165.0,148.5,1890.0,-37.84152,144.95027,2
48 Kerferd Rd,3,h,2120000.0,S,Cayzer,3/06/2017,3.0,3.0,1.0,2.0,225.0,,,-37.84396,144.95658999999995,2
28 Moubray St,2,h,2015000.0,S,Marshall,3/06/2017,3.0,2.0,1.0,2.0,178.0,,,-37.84098,144.95115,2
3 Clairmont St,3,h,787000.0,S,hockingstuart,3/06/2017,10.5,3.0,1.0,3.0,716.0,111.0,1955.0,-37.77917,144.81407,127
5 Ross St,4,h,2220000.0,S,Kay,3/06/2017,5.7,4.0,2.0,3.0,580.0,184.0,1930.0,-37.77227,145.0284,3
2/18 Hancock St,2,u,540000.0,SP,hockingstuart,3/06/2017,11.0,2.0,1.0,1.0,132.0,,1980.0,-37.86444,144.82304,4
150 Millers Rd,3,h,585000.0,S,Biggin,3/06/2017,9.4,3.0,1.0,1.0,402.0,,,-37.83012,144.84818,5
4/42 Adelaide St,2,u,700500.0,S,hockingstuart,3/06/2017,6.3,2.0,1.0,1.0,0.0,,,-37.85385,145.0284,6
20 Cambridge St,3,h,2385000.0,S,Marshall,3/06/2017,6.3,3.0,1.0,0.0,256.0,130.0,1910.0,-37.85911,145.01783,6
27 Hurtle St,3,h,1500000.0,PI,Biggin,3/06/2017,4.3,3.0,3.0,1.0,382.0,218.0,2008.0,-37.77206,144.90397,7
93A Ashburn Gr,4,t,1655000.0,S,hockingstuart,3/06/2017,10.2,4.0,3.0,2.0,510.0,240.0,2013.0,-37.87159000000001,145.0795,8
43 Fakenham Rd,4,h,1800000.0,S,J,3/06/2017,10.2,4.0,2.0,2.0,682.0,,,-37.8621,145.08588,8
65 Fakenham Rd,2,h,1880000.0,SP,Buxton,3/06/2017,10.2,2.0,2.0,2.0,627.0,,,-37.86236,145.08787,8
20 Ward St,4,h,2405000.0,S,Jellis,3/06/2017,10.2,4.0,2.0,2.0,604.0,125.0,1930.0,-37.86513,145.07918999999995,8
12 Brentwood Dr,3,h,1000000.0,SP,Barry,3/06/2017,9.5,3.0,1.0,1.0,723.0,,,-37.77222,144.85412,10
13 Wood St,5,h,945000.0,S,Moonee,3/06/2017,9.5,5.0,2.0,1.0,570.0,,1950.0,-37.76848,144.86293999999995,10
6/18 Orange Gr,1,u,290000.0,S,Jellis,3/06/2017,6.4,1.0,1.0,1.0,880.0,,,-37.86752,144.99668,11
5 Collins Ct,3,t,1810000.0,S,Noel,3/06/2017,7.9,3.0,2.0,2.0,400.0,,,-37.80511,145.08972,12
28 Carron St,4,h,1593000.0,S,Fletchers,3/06/2017,9.7,4.0,3.0,2.0,598.0,,,-37.78142,145.09226999999996,13
20 Hedderwick St,5,h,3100000.0,PI,hockingstuart,3/06/2017,9.7,5.0,3.0,2.0,616.0,355.0,,-37.80004,145.09869,13
32 Kumala Rd,5,h,930000.0,S,Noel,3/06/2017,23.2,5.0,2.0,2.0,992.0,198.0,1970.0,-37.84613,145.25606000000005,142
17 Orange Gr,3,h,700000.0,S,Biggin,3/06/2017,23.2,3.0,2.0,1.0,509.0,140.0,1980.0,-37.84823,145.26673,142
12 Pindari Dr,4,t,860000.0,S,Ray,3/06/2017,23.2,4.0,3.0,2.0,304.0,155.0,1970.0,-37.8543,145.25253,142
71 Oak St,2,h,1470000.0,S,Hodges,3/06/2017,17.3,2.0,1.0,4.0,633.0,116.0,1960.0,-37.98489,145.04116000000005,144
33 Reserve Rd,6,h,1660000.0,PI,C21,3/06/2017,17.3,6.0,3.0,4.0,730.0,,,-37.98825,145.03226999999995,144
56 Brewer Rd,4,h,1600000.0,PI,hockingstuart,3/06/2017,11.4,4.0,2.0,2.0,604.0,,,-37.92135,145.02917,14
39A McArthur St,4,t,1200000.0,PI,Buxton,3/06/2017,11.4,4.0,2.0,2.0,293.0,226.0,2012.0,-37.92594,145.03184,14
872 Centre Rd,3,h,1185000.0,PI,McGrath,3/06/2017,13.8,3.0,2.0,2.0,644.0,145.0,,-37.92332,145.07483,15
7 Curtin St,4,h,1460000.0,SP,Gary,3/06/2017,13.8,4.0,1.0,2.0,722.0,,1955.0,-37.91311,145.06496,15
60A Kennedy St,3,t,935000.0,S,hockingstuart,3/06/2017,13.8,3.0,2.0,2.0,244.0,,2000.0,-37.9203,145.08074,15
38 Malane St,4,h,1620000.0,S,hockingstuart,3/06/2017,13.8,4.0,2.0,2.0,426.0,255.0,2014.0,-37.91657,145.05534,15
23 Manuka St,4,h,1580000.0,S,Buxton,3/06/2017,13.8,4.0,2.0,2.0,604.0,175.0,1950.0,-37.91327,145.07917,15
20 Northam Rd,3,h,1315000.0,S,Buxton,3/06/2017,13.8,3.0,1.0,2.0,617.0,353.0,,-37.92284,145.06423,15
1/565 Balcombe Rd,2,u,767000.0,SP,Chisholm,3/06/2017,17.3,2.0,1.0,2.0,206.0,,1970.0,-37.97614,145.02014,222
31 Third St,5,h,2520000.0,S,Charlton,3/06/2017,17.3,5.0,3.0,2.0,947.0,,,-37.97956,145.02303,222
48 Elder St,4,h,1695000.0,S,Jellis,3/06/2017,13.4,4.0,3.0,4.0,696.0,215.0,1950.0,-37.81726,145.16061000000005,223
33 Charlton St,4,t,990000.0,SP,Noel,3/06/2017,13.4,4.0,2.0,1.0,296.0,,1950.0,-37.8054,145.15701,224
1/23 Bondi Rd,3,h,836000.0,S,Ray,3/06/2017,27.0,3.0,2.0,2.0,407.0,134.0,1970.0,-38.06257,145.1226,225
12 Briar St,4,h,780000.0,SP,Appleby,3/06/2017,25.0,4.0,2.0,2.0,820.0,180.0,1975.0,-37.87393,145.28858,146
27 Helene Ct,4,h,783000.0,SP,Barry,3/06/2017,25.0,4.0,1.0,3.0,730.0,153.0,1975.0,-37.87377,145.28688,146
271 Scoresby Rd,5,h,2020000.0,PI,Prof.,3/06/2017,25.0,5.0,3.0,0.0,2735.0,,,-37.86625,145.26317,146
10 Weyburn Rd,3,h,706500.0,SP,iTRAK,3/06/2017,25.0,3.0,2.0,3.0,723.0,,,-37.83883,145.28893,146
1/3 Campbell Rd,2,u,637000.0,S,Morrison,3/06/2017,16.1,2.0,1.0,1.0,318.0,104.0,1980.0,-37.70688,145.11791000000005,147
2/149 Carpenter St,3,u,1336000.0,S,hockingstuart,3/06/2017,10.5,3.0,2.0,1.0,249.0,,,-37.90597,145.00208,18
18/4 Dudley St,2,u,1400000.0,PI,Hodges,3/06/2017,10.5,2.0,2.0,2.0,0.0,104.0,,-37.90115,144.98776,18
65A Durrant St,3,h,1175000.0,PI,Biggin,3/06/2017,10.5,3.0,1.0,3.0,284.0,120.0,1970.0,-37.91155,145.00656999999995,18
101 Male St,3,h,1935000.0,S,RT,3/06/2017,10.5,3.0,2.0,1.0,385.0,161.0,1940.0,-37.91068,145.00394,18
125 Roslyn St,3,h,1950000.0,SA,Biggin,3/06/2017,10.5,3.0,1.0,2.0,632.0,,,-37.91677,145.00372,18
3 Vaucluse St,4,h,2250000.0,S,Hodges,3/06/2017,10.5,4.0,2.0,1.0,512.0,,,-37.9031,144.9938,18
6/76 Whyte St,3,u,897000.0,S,Buxton,3/06/2017,10.5,3.0,1.0,1.0,164.0,,1970.0,-37.92109,145.00088,18
3 Bown Ct,5,h,2000000.0,PI,Hodges,3/06/2017,10.3,5.0,3.0,2.0,645.0,249.0,1990.0,-37.91818,145.01513,19
15 Ashmore St,3,h,1590000.0,SP,Nelson,3/06/2017,5.2,3.0,2.0,1.0,322.0,,,-37.76316,144.97108,20
326 Barkly St,3,h,1435000.0,SP,Nelson,3/06/2017,5.2,3.0,2.0,0.0,251.0,108.0,1890.0,-37.77588,144.95736000000005,20
369 Barkly St,2,h,1315000.0,S,Nelson,3/06/2017,5.2,2.0,1.0,1.0,234.0,106.0,1910.0,-37.77539,144.95576,20
7/37 Blyth St,2,h,730000.0,S,Nelson,3/06/2017,5.2,2.0,1.0,1.0,134.0,,1970.0,-37.76569,144.9656,20
18 Boase St,2,h,700000.0,PI,Nelson,3/06/2017,5.2,2.0,1.0,1.0,61.0,112.0,2007.0,-37.766,144.96076000000005,20
15 Cooraminta St,3,h,1900000.0,PI,Nelson,3/06/2017,5.2,3.0,2.0,3.0,372.0,,,-37.7649,144.96761999999995,20
34A Downs St,2,h,920000.0,S,Nelson,3/06/2017,5.2,2.0,1.0,1.0,240.0,109.0,1995.0,-37.75697,144.95543,20
8 Jones St,2,t,765000.0,SP,Jellis,3/06/2017,5.2,2.0,2.0,1.0,77.0,88.0,2007.0,-37.7617,144.96406000000005,20
102 Mitchell St,4,h,1400000.0,PI,Woodards,3/06/2017,5.2,4.0,1.0,2.0,678.0,177.0,1900.0,-37.75967,144.97214,20
24 Rosser St,2,h,740000.0,PI,Nelson,3/06/2017,5.2,2.0,1.0,0.0,0.0,,,-37.76733,144.96079,20
7/2 Albion St,2,u,570000.0,S,McGrath,3/06/2017,4.0,2.0,1.0,1.0,0.0,,1980.0,-37.7631,144.98138,111
271 Edward St,2,h,1105000.0,S,Nelson,3/06/2017,4.0,2.0,1.0,2.0,173.0,79.0,1890.0,-37.77524,144.97529,111
408 Moreland Rd,3,h,1200000.0,SP,Woodards,3/06/2017,5.2,3.0,1.0,1.0,473.0,,,-37.7535,144.94643,21
60 Shamrock St,4,h,1325000.0,S,Jellis,3/06/2017,5.2,4.0,1.0,0.0,465.0,,,-37.75569,144.95186,21
